record_type,identifier,qualified_names,declaration_kinds,header,line,declaration_sites,external_use_count,external_file_count,direct_reference_file_count,inferred_transitive_file_count,unresolved_reference_file_count,explicit_include_count,explicit_include_file_count,unqualified_include_count,unqualified_include_file_count,cmake_dependency_count,disposition,confidence,notes
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/AnimGraphNode.cpp,3,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/AnimGraphNode.h,7,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/AnimGraphNodeGroup.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/AnimGraphReferenceNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/AnimGraphStateMachine.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendSpace1DNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendSpace2DNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTree.h,4,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeAccumTransformNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeBlend2NodeBase.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeBlendNNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeBoolLogicNode.cpp,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeBoolLogicNode.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeDirectionToWeightNode.cpp,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeDirectionToWeightNode.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeFabrikNode.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeFabrikNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeFinalNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeFloatConditionNode.cpp,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeFloatConditionNode.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeFloatConstantNode.cpp,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeFloatConstantNode.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeFloatMath1Node.cpp,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeFloatMath1Node.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeFloatMath2Node.cpp,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeFloatMath2Node.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeFloatSwitchNode.cpp,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeFloatSwitchNode.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeFootIKNode.cpp,8,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeFootIKNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeGetTransformNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeLookAtNode.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeLookAtNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeMaskLegacyNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeMaskNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeMirrorPoseNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeMorphTargetNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeMotionFrameNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeParameterNode.cpp,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeParameterNode.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreePoseSubtractNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreePoseSwitchNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeRagdollNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeRagdollStrengthModifierNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeRangeRemapperNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeRaycastNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeRotationComposeNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeRotationDecomposeNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeRotationLimitNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeRotationMath2Node.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeSetTransformNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeSimulatedObjectNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeSmoothingNode.cpp,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeSmoothingNode.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeTransformNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeTwoLinkIKNode.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeTwoLinkIKNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeVector2ComposeNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeVector2DecomposeNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeVector3ComposeNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeVector3DecomposeNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeVector3Math1Node.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeVector3Math2Node.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeVector4ComposeNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/BlendTreeVector4DecomposeNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/ConstraintTransformRotationAngles.cpp,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/ConstraintTransformRotationAngles.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
