record_type,identifier,qualified_names,declaration_kinds,header,line,declaration_sites,external_use_count,external_file_count,direct_reference_file_count,inferred_transitive_file_count,unresolved_reference_file_count,explicit_include_count,explicit_include_file_count,unqualified_include_count,unqualified_include_file_count,cmake_dependency_count,disposition,confidence,notes
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/Atom/RPI/Code/Tests/Material/MaterialAssetTestUtils.cpp,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/Atom/RPI/Code/Tests/Material/MaterialAssetTests.cpp,6,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/Atom/RPI/Code/Tests/Material/MaterialPropertySerializerTests.cpp,6,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/Atom/RPI/Code/Tests/Material/MaterialPropertyValueSourceDataTests.cpp,4,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/Atom/RPI/Code/Tests/Material/MaterialSourceDataTests.cpp,35,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/Atom/RPI/Code/Tests/Material/MaterialTests.cpp,34,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/Atom/RPI/Code/Tests/Material/MaterialTypeAssetTests.cpp,31,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/Atom/RPI/Code/Tests/Material/MaterialTypeSourceDataTests.cpp,13,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/Atom/Tools/AtomToolsFramework/Code/Include/AtomToolsFramework/Graph/GraphViewConstructPresets.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/Atom/Tools/AtomToolsFramework/Code/Include/AtomToolsFramework/Graph/GraphViewSettings.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/Atom/Tools/AtomToolsFramework/Code/Source/DynamicProperty/DynamicProperty.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/Atom/Tools/AtomToolsFramework/Code/Source/Graph/GraphViewConstructPresets.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/Atom/Tools/AtomToolsFramework/Code/Source/Graph/GraphViewSettings.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/Atom/Tools/AtomToolsFramework/Code/Source/Util/MaterialPropertyUtil.cpp,3,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/Atom/Tools/MaterialCanvas/Code/Source/Document/MaterialGraphCompiler.cpp,9,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/Atom/Tools/MaterialCanvas/Code/Source/MaterialCanvasApplication.cpp,7,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/Atom/Tools/MaterialCanvas/Code/Source/Window/MaterialCanvasViewportContent.cpp,3,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/Atom/Tools/MaterialEditor/Code/Source/Window/MaterialEditorViewportContent.cpp,3,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/Atom/Tools/PassCanvas/Code/Source/PassCanvasApplication.cpp,3,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/Atom/Tools/PassCanvas/Code/Source/Window/PassCanvasViewportContent.cpp,3,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/AtomBridge/Code/Source/AtomDebugDisplayViewportInterface.cpp,10,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/AtomBridge/Code/Source/AtomDebugDisplayViewportInterface.h,8,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/AtomFont/Code/Include/AtomLyIntegration/AtomFont/FFont.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/AtomFont/Code/Source/FFont.cpp,7,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/AtomViewportDisplayInfo/Code/Source/AtomViewportDisplayInfoSystemComponent.cpp,3,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/AtomViewportDisplayInfo/Code/Source/AtomViewportDisplayInfoSystemComponent.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Include/AtomLyIntegration/CommonFeatures/CoreLights/AreaLightBus.h,4,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Include/AtomLyIntegration/CommonFeatures/CoreLights/AreaLightComponentConfig.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Include/AtomLyIntegration/CommonFeatures/CoreLights/DirectionalLightBus.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Include/AtomLyIntegration/CommonFeatures/CoreLights/DirectionalLightComponentConfig.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Include/AtomLyIntegration/CommonFeatures/Grid/GridComponentBus.h,6,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Include/AtomLyIntegration/CommonFeatures/Grid/GridComponentConfig.h,6,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/CoreLights/AreaLightComponentController.cpp,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/CoreLights/AreaLightComponentController.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/CoreLights/CapsuleLightDelegate.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/CoreLights/CapsuleLightDelegate.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/CoreLights/DirectionalLightComponentController.cpp,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/CoreLights/DirectionalLightComponentController.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/CoreLights/DiskLightDelegate.cpp,7,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/CoreLights/DiskLightDelegate.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/CoreLights/EditorAreaLightComponent.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/CoreLights/EditorDirectionalLightComponent.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/CoreLights/LightDelegateBase.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/CoreLights/LightDelegateBase.inl,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/CoreLights/LightDelegateInterface.h,3,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/CoreLights/PolygonLightDelegate.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/CoreLights/PolygonLightDelegate.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/CoreLights/QuadLightDelegate.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/CoreLights/QuadLightDelegate.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/CoreLights/SimplePointLightDelegate.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/CoreLights/SimplePointLightDelegate.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/CoreLights/SimpleSpotLightDelegate.cpp,7,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/CoreLights/SimpleSpotLightDelegate.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/CoreLights/SphereLightDelegate.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/CoreLights/SphereLightDelegate.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/Debug/RenderDebugEditorComponent.cpp,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/Decals/EditorDecalComponent.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/Grid/EditorGridComponent.cpp,3,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/Grid/GridComponentController.cpp,6,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/Grid/GridComponentController.h,6,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/Material/MaterialComponentController.cpp,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/PostProcess/Bloom/EditorBloomComponent.cpp,5,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/PostProcess/ColorGrading/EditorHDRColorGradingComponent.cpp,6,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/ReflectionProbe/EditorReflectionProbeComponent.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/ScreenSpace/EditorDeferredFogComponent.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/SkyBox/PhysicalSkyComponentController.cpp,4,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/CommonFeatures/Code/Source/SkyBox/PhysicalSkyComponentController.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/EMotionFXAtom/Code/Source/AtomActorDebugDraw.cpp,23,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/EMotionFXAtom/Code/Source/AtomActorDebugDraw.h,22,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/EditorModeFeedback/Code/Source/Pass/Child/EditorModeOutlinePass.cpp,3,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/EditorModeFeedback/Code/Source/Pass/Child/EditorModeOutlinePass.h,3,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/EditorModeFeedback/Code/Source/Pass/Child/EditorModeTintPass.cpp,3,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/EditorModeFeedback/Code/Source/Pass/Child/EditorModeTintPass.h,3,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/ImguiAtom/Code/Source/DebugConsole.cpp,3,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomLyIntegration/ImguiAtom/Code/Source/DebugConsole.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AtomTressFX/Code/Rendering/HairRenderObject.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AudioSystem/Code/Source/Engine/ATL.cpp,10,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AudioSystem/Code/Source/Engine/ATLAudioObject.cpp,12,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AudioSystem/Code/Source/Engine/ATLComponents.cpp,12,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/AudioSystem/Code/Source/Engine/FileCacheManager.cpp,10,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/Camera/Code/Source/EditorCameraComponent.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/Camera/Code/Source/EditorCameraComponent.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/DebugDraw/Code/Include/DebugDraw/DebugDrawBus.h,19,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/DebugDraw/Code/Source/DebugDrawObbComponent.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/DebugDraw/Code/Source/DebugDrawRayComponent.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/DebugDraw/Code/Source/DebugDrawSphereComponent.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/DebugDraw/Code/Source/DebugDrawSystemComponent.cpp,18,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/DebugDraw/Code/Source/DebugDrawSystemComponent.h,19,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/DebugDraw/Code/Source/DebugDrawTextComponent.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/CommandSystem/Source/AnimGraphNodeGroupCommands.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/ActorInstance.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/ActorInstance.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/AnimGraph.cpp,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/AnimGraph.h,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/AnimGraphBindPoseNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/AnimGraphEntryNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/AnimGraphExitNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/AnimGraphHubNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,Color,AZ::Vertex::AttributeUsage::Color,enum_value,Vertex.h,,Gems/EMotionFX/Code/EMotionFX/Source/AnimGraphMotionNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
